nazev,delka,sirka,datumdo,vyska,biotop,kodbiotopu,samec,samice,juv,ex
Spheniscus mendiculus,17.49,49.39,23.1.1912,852,lidska obydli,200,0,0,0,7
Balearica pavonina,14.57,49.11,11.6.1918,872,suťové lesy,327,0,0,0,8
Panthera leo persica,18.89,48.51,14.6.1957,901,slatiny,217,0,0,0,3
Zenaida asiatica,14.97,51.21,16.11.1945,1015,orobincove porosty,405,0,0,0,5
Vicugna vicugna,16.13,50.53,4.12.1918,702,xerotermni tentononc,310,0,0,0,3
Dendrocitta vagabunda,14.29,50.35,14.1.1966,865,suťové lesy,327,0,0,0,10
Tachybaptus ruficollis,17.63,49.85,30.11.2010,734,mocaly,207,0,0,0,0
Ctenophorus ornatus,18.13,50.81,24.10.1914,653,nizke křoviny,377,0,0,0,3
Anhinga rufa,16.95,49.05,29.5.1979,666,skály nižších a středních výšek,308,0,0,0,5
Coendou prehensilis,12.49,48.63,1.7.1937,986,les,301,0,0,0,9
Potamochoerus porcus,16.85,50.37,7.11.2005,932,lidska obydli,200,0,0,0,7
Megaderma spasma,18.59,48.43,9.7.1956,1200,orobincove porosty,405,0,0,0,0
Butorides striatus,16.79,50.49,9.11.1960,1078,vřesoviště a meze,400,0,0,0,2
Chelodina longicollis,12.57,48.69,24.3.1925,1167,doubravy,206,0,0,0,3
Bubalornis niger,18.17,49.95,21.6.1990,745,nizke křoviny,377,0,0,0,2
Anastomus oscitans,17.15,50.67,8.12.1969,846,lidska obydli,200,0,0,0,0
Xerus sp.,16.25,51.13,7.7.1992,874,orobincove porosty,405,0,0,0,8
Pteronura brasiliensis,16.09,50.43,9.11.1905,1029,vřesoviště a meze,400,0,0,0,9
Oxybelis sp.,17.31,49.97,31.8.1945,1180,mocaly,207,0,0,0,3
Sula nebouxii,16.17,48.47,14.8.1906,1148,vřesoviště a meze,400,0,0,0,3
Lasiorhinus latifrons,15.85,50.31,26.6.1909,672,doubravy,206,0,0,0,6
Suricata suricatta,17.45,50.67,19.12.2015,631,orobincove porosty,405,0,0,0,8
Felis silvestris lybica,12.29,49.65,29.11.1940,701,Skalní stepi na vápensových podkladech,215,0,0,0,6
Thalasseus maximus,17.35,48.77,23.3.1969,987,louka,202,0,0,0,1
Anser caerulescens,14.19,48.79,17.12.1973,1028,louka,202,0,0,0,10
Agouti paca,17.59,50.77,3.2.2016,813,vřesoviště a meze,400,0,0,0,4
Gabianus pacificus,15.37,48.87,29.4.1936,620,orobincove porosty,405,0,0,0,10
Varanus sp.,16.51,48.85,10.2.1967,799,orobincove porosty,405,0,0,0,7
Amblyrhynchus cristatus,13.77,50.19,30.9.1983,1050,Skalní stepi na vápensových podkladech,215,0,0,0,1
Lamprotornis superbus,17.89,49.23,29.1.1965,1091,xerotermni tentononc,310,0,0,0,1
Ammospermophilus nelsoni,14.85,50.17,5.2.1907,1056,nizke křoviny,377,0,0,0,5
Anser caerulescens,16.99,48.43,10.4.2001,1119,Skalní stepi na vápensových podkladech,215,0,0,0,10
Pseudocheirus peregrinus,14.07,51.03,5.3.1900,855,suťové lesy,327,0,0,0,1
Sceloporus magister,18.09,51.19,16.8.1908,1024,doubravy,206,0,0,0,5
Antilocapra americana,14.57,50.81,27.1.1991,677,mocaly,207,0,0,0,4
Anthropoides paradisea,14.75,48.95,18.4.1977,1017,vřesoviště a meze,400,0,0,0,6
Pycnonotus nigricans,12.13,49.57,29.9.1910,884,louka,202,0,0,0,9
Pycnonotus barbatus,17.79,49.97,22.9.1957,673,suťové lesy,327,0,0,0,2
Odocoileus hemionus,15.87,50.97,2.12.1950,791,vřesoviště a meze,400,0,0,0,10
Nucifraga columbiana,16.45,49.51,1.6.1977,672,vřesoviště a meze,400,0,0,0,8
Melanerpes erythrocephalus,14.45,49.69,6.12.1940,957,hranice lesa,402,0,0,0,9
Aonyx capensis,12.87,48.83,23.5.1990,910,vřesoviště a meze,400,0,0,0,2
Cracticus nigroagularis,16.17,50.23,30.9.1969,817,nizke křoviny,377,0,0,0,2
Petaurus breviceps,16.61,51.09,19.11.2021,1180,skály nižších a středních výšek,308,0,0,0,0
Dusicyon thous,16.81,48.79,28.11.2021,845,xerotermni tentononc,310,0,0,0,3
Chionis alba,15.19,50.25,7.3.1911,869,xerotermni tentononc,310,0,0,0,8
Hippotragus equinus,13.47,49.19,3.6.1939,890,orobincove porosty,405,0,0,0,9
Canis lupus lycaon,12.03,49.75,31.1.1991,979,xerotermni tentononc,310,0,0,0,3
Zosterops pallidus,15.25,49.13,10.11.1958,1042,xerotermni tentononc,310,0,0,0,4
Spermophilus richardsonii,16.13,49.65,15.11.1986,903,vřesoviště a meze,400,0,0,0,10
Oreamnos americanus,13.93,49.15,21.2.1942,1144,bazina,369,0,0,0,2
Laniaurius atrococcineus,12.53,50.59,2.9.2000,709,louka,202,0,0,0,5
Plegadis falcinellus,17.71,49.29,4.1.2007,1076,suťové lesy,327,0,0,0,6
Ovis canadensis,14.61,50.85,1.9.1934,976,orobincove porosty,405,0,0,0,10
Cynomys ludovicianus,13.69,50.49,1.5.1941,769,skály nižších a středních výšek,308,0,0,0,4
Meleagris gallopavo,13.65,49.29,31.10.2017,977,mocaly,207,0,0,0,2
Microcavia australis,17.61,51.15,11.1.1964,932,xerotermni tentononc,310,0,0,0,4
unavailable,12.55,51.21,22.3.1934,680,hranice lesa,402,0,0,0,8
Lepus townsendii,18.83,48.41,12.9.1950,686,les,301,0,0,0,8
Ammospermophilus nelsoni,14.09,49.85,6.9.1981,644,mocaly,207,0,0,0,8
Columba livia,17.17,49.69,30.10.1934,690,lidska obydli,200,0,0,0,2
Dipodomys deserti,16.77,49.69,9.2.1933,698,les,301,0,0,0,5
Ictonyx striatus,18.87,48.77,31.5.1921,855,slatiny,217,0,0,0,2
Tiliqua scincoides,16.29,49.85,26.1.2001,877,mocaly,207,0,0,0,9
Madoqua kirkii,18.17,49.31,18.11.1936,1129,bazina,369,0,0,0,5
Manouria emys,16.67,48.77,29.6.1939,1157,les,301,0,0,0,5
Chordeiles minor,13.71,48.97,27.2.2020,803,bazina,369,0,0,0,3
Phoenicopterus ruber,18.35,50.25,30.4.1953,1188,les,301,0,0,0,2
Uraeginthus angolensis,17.59,49.71,16.11.1923,965,bazina,369,0,0,0,5
Colobus guerza,15.85,48.85,22.7.1975,674,suťové lesy,327,0,0,0,8
Hymenolaimus malacorhynchus,16.79,49.95,24.7.2017,1158,bazina,369,0,0,0,6
Aegypius tracheliotus,17.95,50.95,19.10.1900,878,mocaly,207,0,0,0,9
Chelodina longicollis,12.01,50.25,10.1.1985,940,xerotermni tentononc,310,0,0,0,8
Sceloporus magister,18.71,49.85,25.7.2020,952,les,301,0,0,0,5
Bucephala clangula,12.77,51.17,6.2.1940,690,doubravy,206,0,0,0,2
Felis concolor,16.69,51.11,5.8.2004,959,doubravy,206,0,0,0,1
Macropus rufogriseus,15.05,49.41,6.10.1934,979,slatiny,217,0,0,0,9
Anas bahamensis,17.13,49.35,29.1.1935,792,slatiny,217,0,0,0,5
Cynomys ludovicianus,16.45,50.13,8.12.1942,855,vřesoviště a meze,400,0,0,0,4
Dicrostonyx groenlandicus,16.07,50.73,23.6.1998,1050,vřesoviště a meze,400,0,0,0,6
Mazama gouazoubira,15.97,48.87,24.2.1905,600,les,301,0,0,0,2
Phoenicopterus ruber,13.93,50.21,2.2.1948,1069,skály nižších a středních výšek,308,0,0,0,7
Uraeginthus bengalus,12.11,49.63,23.12.1955,610,skály nižších a středních výšek,308,0,0,0,1
Felis caracal,12.41,49.37,15.1.1971,619,xerotermni tentononc,310,0,0,0,9
Pelecans onocratalus,17.77,48.89,11.7.1993,651,doubravy,206,0,0,0,1
Laniaurius atrococcineus,15.51,49.75,11.11.1987,1045,nizke křoviny,377,0,0,0,8
Procyon cancrivorus,16.85,49.93,29.12.1991,702,louka,202,0,0,0,6
Mazama gouazoubira,17.83,50.27,18.12.2015,1018,doubravy,206,0,0,0,4
Vicugna vicugna,18.15,49.97,2.6.1969,810,nizke křoviny,377,0,0,0,5
Canis latrans,18.75,51.11,2.2.1945,1032,les,301,0,0,0,6
Petaurus norfolcensis,12.41,50.61,13.1.1998,764,louka,202,0,0,0,8
Motacilla aguimp,15.29,51.05,19.5.1981,733,mocaly,207,0,0,0,5
Epicrates cenchria maurus,15.21,49.61,6.6.1918,914,vřesoviště a meze,400,0,0,0,8
Anitibyx armatus,18.15,50.49,4.5.1941,1032,Skalní stepi na vápensových podkladech,215,0,0,0,5
Ictonyx striatus,13.01,48.57,11.5.1970,1059,orobincove porosty,405,0,0,0,9
Lophoaetus occipitalis,18.05,50.09,24.6.1908,838,skály nižších a středních výšek,308,0,0,0,4
Toxostoma curvirostre,12.85,49.03,23.11.1985,1005,lidska obydli,200,0,0,0,5
Aegypius tracheliotus,18.47,48.63,3.5.2020,895,doubravy,206,0,0,0,3
Anthropoides paradisea,14.87,49.69,7.2.1976,998,louka,202,0,0,0,9
Gymnorhina tibicen,14.89,49.45,24.5.1997,726,vřesoviště a meze,400,0,0,0,10
Agelaius phoeniceus,18.65,49.45,7.10.1913,697,doubravy,206,0,0,0,4
Anastomus oscitans,16.53,50.19,6.4.1981,1154,skály nižších a středních výšek,308,0,0,0,4
Canis aureus,16.01,49.99,6.1.2020,979,slatiny,217,0,0,0,5
Phalacrocorax albiventer,12.89,49.41,23.4.1974,743,skály nižších a středních výšek,308,0,0,0,4
Vicugna vicugna,14.95,50.31,28.9.2015,725,nizke křoviny,377,0,0,0,3
Chloephaga melanoptera,15.35,50.87,12.7.1995,621,vřesoviště a meze,400,0,0,0,2
Iguana iguana,17.55,49.23,25.4.1938,719,hranice lesa,402,0,0,0,5
Psophia viridis,13.09,49.17,22.4.1901,681,doubravy,206,0,0,0,9
Equus burchelli,13.09,50.85,15.6.1909,827,xerotermni tentononc,310,0,0,0,8
Tayassu pecari,15.19,48.79,8.8.1981,735,hranice lesa,402,0,0,0,1
Rhabdomys pumilio,12.27,49.25,4.3.1937,907,Skalní stepi na vápensových podkladech,215,0,0,0,2
Acrantophis madagascariensis,15.41,50.67,7.8.1922,671,mocaly,207,0,0,0,9
Acinynox jubatus,15.83,48.49,12.2.1910,944,mocaly,207,0,0,0,5
Macropus giganteus,18.71,49.69,26.12.1987,601,lidska obydli,200,0,0,0,4
Theropithecus gelada,16.91,50.65,15.4.1948,828,skály nižších a středních výšek,308,0,0,0,5
Manouria emys,14.23,49.37,21.12.1949,841,slatiny,217,0,0,0,3
Lasiorhinus latifrons,16.25,50.85,21.10.1946,779,louka,202,0,0,0,10
Irania gutteralis,14.17,50.85,4.4.1912,667,louka,202,0,0,0,2
Gopherus agassizii,15.45,49.97,2.4.1933,795,orobincove porosty,405,0,0,0,4
Felis concolor,14.45,50.87,2.2.1965,685,orobincove porosty,405,0,0,0,1
Tetracerus quadricornis,16.79,48.85,28.11.1981,868,vřesoviště a meze,400,0,0,0,2
Cynomys ludovicianus,12.05,50.95,6.11.1961,1162,slatiny,217,0,0,0,4
Crotaphytus collaris,18.23,50.93,3.5.1973,651,Skalní stepi na vápensových podkladech,215,0,0,0,0
Ceratotherium simum,16.73,49.95,30.9.2021,1091,mocaly,207,0,0,0,2
Alligator mississippiensis,18.83,50.73,10.8.1970,1183,slatiny,217,0,0,0,6
Agkistrodon piscivorus,15.25,49.75,13.1.1920,925,les,301,0,0,0,9
Cordylus giganteus,13.63,48.97,29.4.2017,1178,bazina,369,0,0,0,4
Varanus sp.,16.87,51.19,2.7.2006,1041,lidska obydli,200,0,0,0,3
Sarcophilus harrisii,17.45,49.19,22.10.1957,608,louka,202,0,0,0,1
Junonia genoveua,17.71,49.85,20.6.1942,788,doubravy,206,0,0,0,4
Crotalus adamanteus,18.13,48.75,7.8.1981,990,hranice lesa,402,0,0,0,6
Amblyrhynchus cristatus,17.71,50.39,6.12.1954,611,Skalní stepi na vápensových podkladech,215,0,0,0,6
Macaca fuscata,18.41,49.91,10.1.1940,1030,Skalní stepi na vápensových podkladech,215,0,0,0,9
Passer domesticus,13.89,50.41,22.12.1971,627,doubravy,206,0,0,0,6
Colobus guerza,12.01,50.31,22.6.1977,1177,les,301,0,0,0,2
Cacatua tenuirostris,18.27,50.81,9.1.2003,854,Skalní stepi na vápensových podkladech,215,0,0,0,4
Manouria emys,12.29,50.29,30.4.2011,658,orobincove porosty,405,0,0,0,4
Bucorvus leadbeateri,15.33,49.01,30.3.1935,1055,hranice lesa,402,0,0,0,1
Phalacrocorax niger,14.45,50.13,26.9.1918,799,bazina,369,0,0,0,6
Cacatua tenuirostris,16.97,48.85,6.3.1943,615,les,301,0,0,0,6
Ovibos moschatus,12.65,49.21,8.12.1975,1007,Skalní stepi na vápensových podkladech,215,0,0,0,0
Canis aureus,16.25,49.19,2.5.1947,1065,slatiny,217,0,0,0,10
Meles meles,18.33,50.87,15.10.1975,1003,Skalní stepi na vápensových podkladech,215,0,0,0,2
Pycnonotus nigricans,17.11,51.11,10.1.2015,897,orobincove porosty,405,0,0,0,8
Cercatetus concinnus,15.81,49.81,2.5.1904,750,les,301,0,0,0,1
Panthera leo persica,18.39,50.07,5.3.1933,1178,les,301,0,0,0,4
Columba palumbus,17.37,48.89,30.3.1936,829,slatiny,217,0,0,0,5
Bison bison,16.83,48.73,24.5.1936,860,skály nižších a středních výšek,308,0,0,0,9
Actophilornis africanus,15.63,50.57,21.10.1982,730,skály nižších a středních výšek,308,0,0,0,1
Ourebia ourebi,15.65,50.55,13.10.1967,1194,nizke křoviny,377,0,0,0,1
Haliaeetus leucoryphus,18.01,50.31,1.10.2020,631,skály nižších a středních výšek,308,0,0,0,3
Cervus elaphus,16.15,49.67,19.4.1909,687,suťové lesy,327,0,0,0,1
Dusicyon thous,15.61,48.51,31.7.1949,911,hranice lesa,402,0,0,0,9
Varanus sp.,15.79,48.77,30.4.2000,934,les,301,0,0,0,6
Lamprotornis sp.,18.87,50.89,11.2.1970,919,lidska obydli,200,0,0,0,5
Dacelo novaeguineae,18.09,49.01,4.12.1943,908,nizke křoviny,377,0,0,0,6
Carduelis uropygialis,16.67,49.53,19.6.1939,1060,bazina,369,0,0,0,9
Hymenolaimus malacorhynchus,13.23,50.01,23.11.2020,987,mocaly,207,0,0,0,6
Macropus agilis,16.83,49.51,7.6.1962,798,nizke křoviny,377,0,0,0,1
Lutra canadensis,14.67,50.91,7.5.1975,1192,mocaly,207,0,0,0,10
Chauna torquata,15.39,48.83,14.2.2003,1162,bazina,369,0,0,0,7
Physignathus cocincinus,13.41,48.77,10.7.1970,692,vřesoviště a meze,400,0,0,0,3
Picoides pubescens,12.51,49.21,6.9.2016,854,orobincove porosty,405,0,0,0,10
Pseudocheirus peregrinus,17.85,48.67,19.8.1907,837,nizke křoviny,377,0,0,0,1
Dusicyon thous,18.03,49.31,8.7.1916,998,orobincove porosty,405,0,0,0,6
Fulica cristata,16.65,50.17,10.12.1914,728,doubravy,206,0,0,0,0
Larus dominicanus,14.79,49.05,8.11.1977,844,slatiny,217,0,0,0,5
Anas bahamensis,18.81,50.21,21.10.1979,881,suťové lesy,327,0,0,0,7
Cordylus giganteus,13.09,48.61,9.10.1908,902,louka,202,0,0,0,0
Neophoca cinerea,15.49,51.05,20.4.1924,1059,orobincove porosty,405,0,0,0,7
Agouti paca,17.59,51.05,17.11.1949,647,slatiny,217,0,0,0,1
Crotalus cerastes,15.61,50.17,30.5.1960,1108,xerotermni tentononc,310,0,0,0,2
Bos frontalis,15.43,49.23,28.10.2013,868,doubravy,206,0,0,0,10
Phalacrocorax carbo,13.41,50.31,11.12.1949,1082,orobincove porosty,405,0,0,0,7
Tayassu tajacu,17.77,49.63,29.8.1975,975,xerotermni tentononc,310,0,0,0,4
Lamprotornis nitens,16.31,50.19,22.6.1913,1178,suťové lesy,327,0,0,0,0
Theropithecus gelada,15.97,49.23,14.12.1999,1073,vřesoviště a meze,400,0,0,0,8
Thalasseus maximus,14.41,48.87,19.12.1961,1063,Skalní stepi na vápensových podkladech,215,0,0,0,8
Libellula quadrimaculata,12.51,50.23,28.3.1967,712,xerotermni tentononc,310,0,0,0,3
Felis concolor,15.59,49.41,7.4.2005,793,suťové lesy,327,0,0,0,5
Vanessa indica,18.01,49.93,8.2.2018,928,xerotermni tentononc,310,0,0,0,7
Anas bahamensis,13.93,50.79,11.2.2010,1053,suťové lesy,327,0,0,0,10
Porphyrio porphyrio,14.23,48.91,10.3.1933,993,orobincove porosty,405,0,0,0,6
Phasianus colchicus,16.93,50.51,24.12.1929,1061,mocaly,207,0,0,0,0
Microcebus murinus,18.71,49.61,14.4.2010,987,skály nižších a středních výšek,308,0,0,0,5
Papilio canadensis,13.71,49.89,27.12.1944,1142,les,301,0,0,0,5
Acridotheres tristis,12.41,51.07,25.10.1951,714,orobincove porosty,405,0,0,0,2
Larus fuliginosus,12.13,49.89,5.12.1946,1096,Skalní stepi na vápensových podkladech,215,0,0,0,3
Halcyon smyrnesis,18.73,48.89,31.12.1963,611,lidska obydli,200,0,0,0,3
Francolinus swainsonii,18.81,49.55,26.1.2003,1102,les,301,0,0,0,5
Agkistrodon piscivorus,14.97,51.09,7.6.2017,1016,slatiny,217,0,0,0,5
Melanerpes erythrocephalus,14.59,50.25,26.12.2001,1088,lidska obydli,200,0,0,0,1
Arctogalidia trivirgata,14.77,51.11,7.4.1999,1031,skály nižších a středních výšek,308,0,0,0,4
Sceloporus magister,14.71,50.09,5.6.1986,676,les,301,0,0,0,10
Papio cynocephalus,14.85,49.75,27.1.1996,885,bazina,369,0,0,0,6
Certotrichas paena,14.15,49.79,20.8.1911,641,hranice lesa,402,0,0,0,1
Spermophilus tridecemlineatus,15.97,48.59,5.11.1916,1117,nizke křoviny,377,0,0,0,9
Pavo cristatus,12.17,49.43,6.10.2001,798,bazina,369,0,0,0,10
Morelia spilotes variegata,12.31,51.11,13.2.1908,1183,les,301,0,0,0,0
Dendrocitta vagabunda,18.83,50.19,18.4.1975,930,orobincove porosty,405,0,0,0,9
Grus canadensis,14.53,48.97,11.1.2000,891,bazina,369,0,0,0,6
Irania gutteralis,17.97,49.69,9.1.1932,847,Skalní stepi na vápensových podkladech,215,0,0,0,9
Orcinus orca,15.05,49.07,22.10.1952,777,slatiny,217,0,0,0,0
Geococcyx californianus,14.99,49.59,14.10.1977,875,doubravy,206,0,0,0,4
Pituophis melanaleucus,14.45,49.87,13.2.1925,833,vřesoviště a meze,400,0,0,0,10
Anas bahamensis,15.55,50.89,16.11.1950,795,vřesoviště a meze,400,0,0,0,4
Sciurus vulgaris,17.93,50.97,26.1.1935,1016,vřesoviště a meze,400,0,0,0,9
Felis chaus,13.11,48.69,1.6.1957,703,louka,202,0,0,0,1
Marmota flaviventris,13.11,49.63,17.6.1969,1127,suťové lesy,327,0,0,0,3
Sterna paradisaea,15.41,49.43,9.3.1981,1089,skály nižších a středních výšek,308,0,0,0,5
Pseudocheirus peregrinus,16.39,50.41,28.5.1910,805,lidska obydli,200,0,0,0,2
Terathopius ecaudatus,12.55,48.63,21.4.1962,1001,vřesoviště a meze,400,0,0,0,0
Macropus giganteus,13.97,49.77,26.12.2013,851,louka,202,0,0,0,9
Crotalus adamanteus,15.93,49.95,8.3.2021,938,skály nižších a středních výšek,308,0,0,0,5
Felis concolor,14.25,50.13,21.10.1944,911,slatiny,217,0,0,0,7
Acinynox jubatus,16.17,50.61,23.2.1995,1133,louka,202,0,0,0,7
Lycosa godeffroyi,15.55,49.29,25.4.1914,1159,nizke křoviny,377,0,0,0,0
Sceloporus magister,17.55,50.31,3.6.2021,660,doubravy,206,0,0,0,9
Martes pennanti,12.35,49.87,25.1.1920,1088,skály nižších a středních výšek,308,0,0,0,8
Turtur chalcospilos,13.13,49.55,29.1.1995,856,nizke křoviny,377,0,0,0,2
Terathopius ecaudatus,17.85,50.59,8.12.1967,628,nizke křoviny,377,0,0,0,9
Chelodina longicollis,14.89,50.69,6.12.1989,1011,skály nižších a středních výšek,308,0,0,0,4
Snycerus caffer,14.93,48.99,16.8.1993,1068,les,301,0,0,0,6
Acridotheres tristis,13.53,49.39,17.10.1981,1159,mocaly,207,0,0,0,10
Macropus fuliginosus,18.39,50.73,12.9.1901,723,xerotermni tentononc,310,0,0,0,7
Charadrius tricollaris,15.93,48.67,30.1.1910,1162,louka,202,0,0,0,2
Herpestes javanicus,13.97,50.23,24.1.2017,878,slatiny,217,0,0,0,0
Ursus americanus,17.73,50.11,20.9.2002,1087,louka,202,0,0,0,8
Acrobates pygmaeus,18.39,50.57,18.7.1934,822,Skalní stepi na vápensových podkladech,215,0,0,0,9
Plegadis falcinellus,13.97,49.05,9.9.1907,713,vřesoviště a meze,400,0,0,0,0
Megaderma spasma,15.57,50.87,7.6.1954,736,hranice lesa,402,0,0,0,8
Eumetopias jubatus,15.47,50.47,5.4.1990,700,les,301,0,0,0,0
Pycnonotus nigricans,15.67,49.81,19.3.1949,973,suťové lesy,327,0,0,0,3
Trachyphonus vaillantii,17.45,49.05,2.6.1955,879,lidska obydli,200,0,0,0,10
Paradoxurus hermaphroditus,13.57,51.07,30.7.1956,1024,orobincove porosty,405,0,0,0,10
Ursus americanus,17.29,50.71,2.7.1959,684,bazina,369,0,0,0,0
Castor canadensis,16.45,48.51,26.6.1927,1102,mocaly,207,0,0,0,4
Ninox superciliaris,14.13,50.81,13.1.1942,1106,doubravy,206,0,0,0,7
Phoenicopterus chilensis,16.37,50.01,20.1.2017,1169,hranice lesa,402,0,0,0,3
Macropus robustus,12.31,48.81,7.7.1956,1048,slatiny,217,0,0,0,9
Felis libyca,12.37,50.15,11.5.1971,854,orobincove porosty,405,0,0,0,9
Geochelone elegans,14.43,50.53,16.10.1974,828,louka,202,0,0,0,10
Lutra canadensis,16.27,49.85,15.5.1906,771,lidska obydli,200,0,0,0,5
Antechinus flavipes,17.21,48.85,11.3.1979,1084,orobincove porosty,405,0,0,0,8
Tetracerus quadricornis,12.83,49.57,25.4.1911,890,nizke křoviny,377,0,0,0,10
Varanus salvator,13.15,48.63,19.6.1911,805,Skalní stepi na vápensových podkladech,215,0,0,0,5
Trichosurus vulpecula,14.79,50.33,3.5.1987,667,louka,202,0,0,0,3
Axis axis,15.97,49.09,10.1.1979,677,xerotermni tentononc,310,0,0,0,4
Falco mexicanus,18.31,48.61,27.2.1940,626,nizke křoviny,377,0,0,0,4
Eolophus roseicapillus,18.87,50.97,14.11.1990,749,suťové lesy,327,0,0,0,3
Larus fuliginosus,16.51,50.39,7.7.2008,900,orobincove porosty,405,0,0,0,10
Sylvicapra grimma,15.01,50.83,10.4.1988,1059,les,301,0,0,0,7
Cebus apella,17.27,48.53,24.7.1923,1140,lidska obydli,200,0,0,0,3
Eudyptula minor,13.05,48.93,9.3.2013,683,doubravy,206,0,0,0,6
Castor fiber,17.37,51.17,27.9.1993,927,orobincove porosty,405,0,0,0,10
Pavo cristatus,15.89,49.91,20.4.1990,1039,doubravy,206,0,0,0,10
Bison bison,14.81,48.95,7.5.1963,672,vřesoviště a meze,400,0,0,0,10
Tetracerus quadricornis,14.11,49.15,21.2.2013,1183,lidska obydli,200,0,0,0,0
Alectura lathami,12.23,49.01,20.4.1934,615,lidska obydli,200,0,0,0,4
Sula dactylatra,16.75,48.67,21.12.1918,1072,vřesoviště a meze,400,0,0,0,9
Varanus salvator,16.35,50.03,25.3.1912,716,suťové lesy,327,0,0,0,6
Cathartes aura,18.27,50.91,4.7.1900,617,hranice lesa,402,0,0,0,7
Ratufa indica,16.33,50.61,7.12.1992,744,bazina,369,0,0,0,10
Mazama americana,18.77,49.37,21.12.1955,1091,nizke křoviny,377,0,0,0,3
Milvago chimachima,13.31,49.29,26.1.1997,752,louka,202,0,0,0,6
Macropus agilis,15.05,48.89,14.3.2014,942,suťové lesy,327,0,0,0,3
Bucorvus leadbeateri,15.55,50.95,9.11.1946,633,skály nižších a středních výšek,308,0,0,0,2
Corvus albicollis,18.25,50.69,17.3.1947,748,doubravy,206,0,0,0,8
Ephipplorhynchus senegalensis,15.83,49.45,2.10.1992,1044,doubravy,206,0,0,0,1
Ciconia episcopus,14.33,50.33,4.6.1920,745,mocaly,207,0,0,0,6
Larus novaehollandiae,12.27,49.51,14.6.1923,817,louka,202,0,0,0,4
Centrocercus urophasianus,17.13,48.45,26.3.1915,1135,lidska obydli,200,0,0,0,10
Crocodylus niloticus,15.27,48.61,15.6.1930,1073,Skalní stepi na vápensových podkladech,215,0,0,0,10
Boselaphus tragocamelus,15.77,49.09,17.2.1943,623,suťové lesy,327,0,0,0,3
Choloepus hoffmani,14.65,49.73,27.11.1922,669,mocaly,207,0,0,0,5
Terrapene carolina,14.27,48.63,24.2.1907,1060,suťové lesy,327,0,0,0,9
Tiliqua scincoides,14.37,49.99,16.5.1982,871,xerotermni tentononc,310,0,0,0,5
Anthropoides paradisea,15.89,48.49,15.3.2005,873,nizke křoviny,377,0,0,0,1
Bugeranus caruncalatus,18.41,48.55,27.3.2021,1017,nizke křoviny,377,0,0,0,5
Damaliscus lunatus,18.17,50.97,27.7.1901,1085,nizke křoviny,377,0,0,0,9
Hystrix cristata,14.91,50.45,8.11.1932,640,vřesoviště a meze,400,0,0,0,4
Anhinga rufa,16.83,50.33,9.2.1953,764,doubravy,206,0,0,0,2
Coluber constrictor,18.01,50.31,27.3.1985,921,bazina,369,0,0,0,6
Diomedea irrorata,15.73,48.59,3.7.1936,767,xerotermni tentononc,310,0,0,0,3
Anas punctata,18.57,49.73,8.12.1974,605,vřesoviště a meze,400,0,0,0,3
Funambulus pennati,15.03,49.01,14.8.1922,882,vřesoviště a meze,400,0,0,0,4
Panthera tigris,14.55,51.11,14.7.2004,690,nizke křoviny,377,0,0,0,1
Cebus albifrons,18.69,50.89,11.8.1928,746,slatiny,217,0,0,0,2
Macropus giganteus,15.77,49.23,27.4.1958,1063,Skalní stepi na vápensových podkladech,215,0,0,0,8
Acrantophis madagascariensis,16.67,48.81,11.5.1955,1032,les,301,0,0,0,9
unavailable,18.15,50.39,21.7.1963,867,louka,202,0,0,0,4
Alouatta seniculus,14.49,48.77,25.2.1932,1159,orobincove porosty,405,0,0,0,4
Sula nebouxii,17.75,49.75,8.11.1929,1135,louka,202,0,0,0,2
Boa constrictor mexicana,12.71,50.89,8.2.1908,1073,skály nižších a středních výšek,308,0,0,0,6
Arctogalidia trivirgata,14.27,48.91,16.4.1911,860,orobincove porosty,405,0,0,0,3
Recurvirostra avosetta,18.17,50.19,2.5.2006,830,hranice lesa,402,0,0,0,3
Meleagris gallopavo,12.03,51.13,13.3.1935,1013,orobincove porosty,405,0,0,0,7
Varanus salvator,12.25,50.87,25.1.2017,736,skály nižších a středních výšek,308,0,0,0,5
Equus burchelli,18.35,49.01,17.3.1922,752,slatiny,217,0,0,0,8
Melursus ursinus,14.43,48.61,15.12.1926,775,vřesoviště a meze,400,0,0,0,10
Odocoilenaus virginianus,15.33,49.77,12.12.2003,1080,Skalní stepi na vápensových podkladech,215,0,0,0,10
